ticker,date,open,high,low,close,volume,adjustedClose
^BVSP,04/09/2020 10:00,100733,101582,98961,101242,11327400,101242
^BVSP,08/09/2020 10:00,101239,101239,99373,100050,8479000,100050
^BVSP,09/09/2020 10:00,100050,101578,100050,101292,7955600,101292
^BVSP,10/09/2020 10:00,101291,101536,98687,98835,8894600,98835
^BVSP,11/09/2020 10:00,98839,99435,97758,98363,9107900,98363
^BVSP,14/09/2020 10:00,98367,100520,98367,100275,8182100,100275
^BVSP,15/09/2020 10:00,100277,100949,99647,100298,9216700,100298
^BVSP,16/09/2020 10:00,100299,100663,99663,99676,7139400,99676
^BVSP,17/09/2020 10:00,99674,100251,98562,100098,0,100098
^BVSP,18/09/2020 10:00,100098,100102,98045,98290,11370300,98290
^BVSP,21/09/2020 10:00,98283,98283,95820,96991,9738000,96991
^BVSP,22/09/2020 10:00,96995,97684,96390,97294,7281300,97294
